,probe_id,request_ntp,request_capture,resp_delta_capture,response_orig_ts,response_capture,resp_proc_time,response_reference_timestamp,response_transmit_timestamp,response_transmit_minus_reference,response_reference_valid,request_ntp_equals_response_orig_ts
57,50350,2025-07-11 07:36:59.371666,2025-07-11 07:36:58.624339,-0.7473270893096924,2025-07-11 07:36:59.371666,2025-07-11 07:36:58.624523,-2.2e-05,2025-07-11 07:35:58.624501,2025-07-11 07:36:58.624501,60.0,True,True
58,50350,2025-07-11 07:36:59.378060,2025-07-11 07:36:58.631709,-0.7463510036468506,2025-07-11 07:36:59.378060,2025-07-11 07:36:58.631883,-2.3e-05,2025-07-11 07:35:58.631860,2025-07-11 07:36:58.631860,60.0,True,True
59,50350,2025-07-11 07:36:59.385431,2025-07-11 07:36:58.637972,-0.7474591732025146,2025-07-11 07:36:59.385431,2025-07-11 07:36:58.638132,-2e-05,2025-07-11 07:35:58.638112,2025-07-11 07:36:58.638112,60.0,True,True
60,21373,2025-07-11 07:36:57.998051,2025-07-11 07:36:58.694212,0.6961607933044434,2025-07-11 07:36:57.998051,2025-07-11 07:36:58.694444,-2.1e-05,2025-07-11 07:35:58.694423,2025-07-11 07:36:58.694423,60.0,True,True
61,21373,2025-07-11 07:36:58.022332,2025-07-11 07:36:58.718200,0.6958682537078857,2025-07-11 07:36:58.022332,2025-07-11 07:36:58.718417,-2.4e-05,2025-07-11 07:35:58.718393,2025-07-11 07:36:58.718393,60.0,True,True
62,21373,2025-07-11 07:36:58.046263,2025-07-11 07:36:58.742187,0.6959235668182373,2025-07-11 07:36:58.046263,2025-07-11 07:36:58.742365,-2.2e-05,2025-07-11 07:35:58.742343,2025-07-11 07:36:58.742343,60.0,True,True
63,13745,2025-07-11 07:36:59.222677,2025-07-11 07:36:59.229381,0.006704092025756836,2025-07-11 07:36:59.222677,2025-07-11 07:36:59.229575,-2.3e-05,2025-07-11 07:35:59.229552,2025-07-11 07:36:59.229552,60.0,True,True
64,13745,2025-07-11 07:36:59.239238,2025-07-11 07:36:59.245437,0.00619959831237793,2025-07-11 07:36:59.239238,2025-07-11 07:36:59.245607,-2.5e-05,2025-07-11 07:35:59.245582,2025-07-11 07:36:59.245582,60.0,True,True
65,13745,2025-07-11 07:36:59.255327,2025-07-11 07:36:59.261414,0.006087064743041992,2025-07-11 07:36:59.255327,2025-07-11 07:36:59.261564,-2.3e-05,2025-07-11 07:35:59.261541,2025-07-11 07:36:59.261541,60.0,True,True
66,62037,2025-07-11 07:36:59.429598,2025-07-11 07:36:59.486376,0.0567779541015625,2025-07-11 07:36:59.429598,2025-07-11 07:36:59.486586,-2.9e-05,2025-07-11 07:35:59.486557,2025-07-11 07:36:59.486557,60.0,True,True
67,62037,2025-07-11 07:36:59.540194,2025-07-11 07:36:59.596739,0.05654501914978027,2025-07-11 07:36:59.540194,2025-07-11 07:36:59.596954,-3.7e-05,2025-07-11 07:35:59.596917,2025-07-11 07:36:59.596917,60.0,True,True
68,62037,2025-07-11 07:36:59.650468,2025-07-11 07:36:59.707086,0.05661821365356445,2025-07-11 07:36:59.650468,2025-07-11 07:36:59.707254,-2e-05,2025-07-11 07:35:59.707234,2025-07-11 07:36:59.707234,60.0,True,True
69,55653,2025-07-11 07:37:01.174543,2025-07-11 07:36:59.501534,-1.6730093955993652,2025-07-11 07:37:01.174543,2025-07-11 07:36:59.501744,-2.3e-05,2025-07-11 07:35:59.501721,2025-07-11 07:36:59.501721,60.0,True,True
70,55653,2025-07-11 07:37:01.194428,2025-07-11 07:36:59.527530,-1.6668975353240967,2025-07-11 07:37:01.194428,2025-07-11 07:36:59.527743,-2.4e-05,2025-07-11 07:35:59.527719,2025-07-11 07:36:59.527719,60.0,True,True
71,55653,2025-07-11 07:37:01.220040,2025-07-11 07:36:59.542427,-1.6776130199432373,2025-07-11 07:37:01.220040,2025-07-11 07:36:59.542606,-2.6e-05,2025-07-11 07:35:59.542580,2025-07-11 07:36:59.542580,60.0,True,True
72,3804,2025-07-11 07:36:59.740110,2025-07-11 07:36:59.578079,-0.16203069686889648,2025-07-11 07:36:59.740110,2025-07-11 07:36:59.578269,-2.4e-05,2025-07-11 07:35:59.578245,2025-07-11 07:36:59.578245,60.0,True,True
73,3804,2025-07-11 07:36:59.785475,2025-07-11 07:36:59.623400,-0.16207456588745117,2025-07-11 07:36:59.785475,2025-07-11 07:36:59.623600,-2.9e-05,2025-07-11 07:35:59.623571,2025-07-11 07:36:59.623571,60.0,True,True
74,3804,2025-07-11 07:36:59.831798,2025-07-11 07:36:59.669731,-0.16206717491149902,2025-07-11 07:36:59.831798,2025-07-11 07:36:59.669952,-4e-05,2025-07-11 07:35:59.669912,2025-07-11 07:36:59.669912,60.0,True,True
75,12163,2025-07-11 07:36:58.859767,2025-07-11 07:36:59.941505,1.081737995147705,2025-07-11 07:36:58.859767,2025-07-11 07:36:59.941713,-2.2e-05,2025-07-11 07:35:59.941691,2025-07-11 07:36:59.941691,60.0,True,True
76,12163,2025-07-11 07:36:59.023746,2025-07-11 07:37:00.105428,1.081681489944458,2025-07-11 07:36:59.023746,2025-07-11 07:37:00.105560,-2.3e-05,2025-07-11 07:36:00.105537,2025-07-11 07:37:00.105537,60.0,True,True
77,12163,2025-07-11 07:36:59.187751,2025-07-11 07:37:00.269464,1.0817136764526367,2025-07-11 07:36:59.187751,2025-07-11 07:37:00.269704,-2.3e-05,2025-07-11 07:36:00.269681,2025-07-11 07:37:00.269681,60.0,True,True
78,62589,2025-07-11 07:37:00.000515,2025-07-11 07:37:00.104163,0.10364818572998047,2025-07-11 07:37:00.000515,2025-07-11 07:37:00.104359,-3e-05,2025-07-11 07:36:00.104329,2025-07-11 07:37:00.104329,60.0,True,True
79,62589,2025-07-11 07:37:00.233543,2025-07-11 07:37:00.337055,0.10351228713989258,2025-07-11 07:37:00.233543,2025-07-11 07:37:00.337255,-3.1e-05,2025-07-11 07:36:00.337224,2025-07-11 07:37:00.337224,60.0,True,True
80,62589,2025-07-11 07:37:00.466542,2025-07-11 07:37:00.570168,0.10362625122070312,2025-07-11 07:37:00.466542,2025-07-11 07:37:00.570351,-2.2e-05,2025-07-11 07:36:00.570329,2025-07-11 07:37:00.570329,60.0,True,True
